website,wayback_url,wayback_ts,res,request_link,original_ts,timediff_wb_orig,wb_before_or_after
https://www.themoscowtimes.com,http://web.archive.org/web/20211129075823/https://www.themoscowtimes.com/,2021-11-29 07:58:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211129075823/https://www.themoscowtimes.com/', 'timestamp': '20211129075823'}}, 'timestamp': '202111290800'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202111290800,2021-11-29 08:00:00,0 days 00:02:00,before
https://www.themoscowtimes.com,http://web.archive.org/web/20211129135106/https://www.themoscowtimes.com/,2021-11-29 13:51:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211129135106/https://www.themoscowtimes.com/', 'timestamp': '20211129135106'}}, 'timestamp': '202111291400'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202111291400,2021-11-29 14:00:00,0 days 00:09:00,before
https://www.themoscowtimes.com,http://web.archive.org/web/20211129215147/https://www.themoscowtimes.com/,2021-11-29 21:51:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211129215147/https://www.themoscowtimes.com/', 'timestamp': '20211129215147'}}, 'timestamp': '202111292200'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202111292200,2021-11-29 22:00:00,0 days 00:09:00,before
https://www.themoscowtimes.com,http://web.archive.org/web/20211130083253/https://www.themoscowtimes.com/,2021-11-30 08:32:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211130083253/https://www.themoscowtimes.com/', 'timestamp': '20211130083253'}}, 'timestamp': '202111300800'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202111300800,2021-11-30 08:00:00,0 days 00:32:00,after
https://www.themoscowtimes.com,http://web.archive.org/web/20211130164229/http://www.themoscowtimes.com/,2021-11-30 16:42:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211130164229/http://www.themoscowtimes.com/', 'timestamp': '20211130164229'}}, 'timestamp': '202111301400'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202111301400,2021-11-30 14:00:00,0 days 02:42:00,after
https://www.themoscowtimes.com,http://web.archive.org/web/20211130214626/https://www.themoscowtimes.com/,2021-11-30 21:46:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211130214626/https://www.themoscowtimes.com/', 'timestamp': '20211130214626'}}, 'timestamp': '202111302200'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202111302200,2021-11-30 22:00:00,0 days 00:14:00,before
https://www.themoscowtimes.com,http://web.archive.org/web/20211201081848/https://www.themoscowtimes.com/,2021-12-01 08:18:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211201081848/https://www.themoscowtimes.com/', 'timestamp': '20211201081848'}}, 'timestamp': '202112010800'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202112010800,2021-12-01 08:00:00,0 days 00:18:00,after
https://www.themoscowtimes.com,http://web.archive.org/web/20211201143552/https://www.themoscowtimes.com/,2021-12-01 14:35:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211201143552/https://www.themoscowtimes.com/', 'timestamp': '20211201143552'}}, 'timestamp': '202112011400'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202112011400,2021-12-01 14:00:00,0 days 00:35:00,after
https://www.themoscowtimes.com,http://web.archive.org/web/20211201213025/https://www.themoscowtimes.com/,2021-12-01 21:30:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211201213025/https://www.themoscowtimes.com/', 'timestamp': '20211201213025'}}, 'timestamp': '202112012200'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202112012200,2021-12-01 22:00:00,0 days 00:30:00,before
https://www.themoscowtimes.com,http://web.archive.org/web/20211202094655/https://www.themoscowtimes.com/,2021-12-02 09:46:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211202094655/https://www.themoscowtimes.com/', 'timestamp': '20211202094655'}}, 'timestamp': '202112020800'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202112020800,2021-12-02 08:00:00,0 days 01:46:00,after
https://www.themoscowtimes.com,http://web.archive.org/web/20211202160001/https://www.themoscowtimes.com/,2021-12-02 16:00:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211202160001/https://www.themoscowtimes.com/', 'timestamp': '20211202160001'}}, 'timestamp': '202112021400'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202112021400,2021-12-02 14:00:00,0 days 02:00:00,after
https://www.themoscowtimes.com,http://web.archive.org/web/20211202230322/https://www.themoscowtimes.com/,2021-12-02 23:03:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211202230322/https://www.themoscowtimes.com/', 'timestamp': '20211202230322'}}, 'timestamp': '202112022230'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202112022230,2021-12-02 22:00:00,0 days 01:03:00,after
https://www.themoscowtimes.com,http://web.archive.org/web/20211206075238/http://www.themoscowtimes.com/,2021-12-06 07:52:00,"{'url': 'https://www.themoscowtimes.com', 'archived_snapshots': {'closest': {'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211206075238/http://www.themoscowtimes.com/', 'timestamp': '20211206075238'}}, 'timestamp': '202112060800'}",https://archive.org/wayback/available?url=https://www.themoscowtimes.com&timestamp=202112060800,2021-12-06 08:00:00,0 days 00:08:00,before
